concurrency,request_total,request_errors,latency_p50_ms,latency_p95_ms,cpu_peak_millicores,cpu_avg_millicores,memory_peak_mi,memory_avg_mi,sample_count
100,6576,6576,557.4831962585449,2180.925130844116,1089,720.25,462,451.0833333333333,12
