concurrency,request_total,request_errors,latency_p50_ms,latency_p95_ms,cpu_peak_millicores,cpu_avg_millicores,memory_peak_mi,memory_avg_mi,sample_count
50,7680,7659,207.89265632629395,593.1994915008545,1012,658.4545454545455,367,360.90909090909093,11
