concurrency,request_total,request_errors,latency_p50_ms,latency_p95_ms,cpu_peak_millicores,cpu_avg_millicores,memory_peak_mi,memory_avg_mi,sample_count
10,2292,2187,36.08226776123047,1351.468563079834,1062,763.5625,359,348.625,16
