concurrency,request_total,request_errors,latency_p50_ms,latency_p95_ms,cpu_peak_millicores,cpu_avg_millicores,memory_peak_mi,memory_avg_mi,sample_count
0,0,0,nan,nan,683,177.9090909090909,341,340.6363636363636,22
