timestamp,cpu_millicores,memory_mi
1786831482.235353,217,354
1786831485.8271322,217,354
1786831489.7155597,217,354
1786831494.5116878,217,354
1786831498.337048,986,362
1786831502.681531,986,362
1786831506.8541324,986,362
1786831513.4487247,1012,367
1786831518.3224642,1012,367
1786831522.5155466,1012,367
1786831545.6508615,381,367
