timestamp,cpu_millicores,memory_mi
1786831236.08999,166,341
1786831240.046027,166,341
1786831243.5595155,434,345
1786831246.9796681,434,345
1786831250.399376,434,345
1786831254.1981213,434,345
1786831257.9590473,1062,348
1786831261.5602076,1062,348
1786831265.658695,1062,348
1786831269.3613353,1062,348
1786831272.8803487,1031,349
1786831276.9487894,1031,349
1786831281.3812592,1031,349
1786831285.3795433,936,359
1786831290.1823812,936,359
1786831296.2409112,936,359
