concurrency,request_total,request_errors,latency_p50_ms,latency_p95_ms,cpu_peak_millicores,cpu_avg_millicores,memory_peak_mi,memory_avg_mi,sample_count
10,16555,15973,48.046112060546875,437.22057342529297,1116,712.5294117647059,361,328.0,34
