timestamp,cpu_millicores,memory_mi
1786831780.1795173,131,462
1786831783.9301941,268,462
1786831788.4181883,268,462
1786831791.9179516,268,462
1786831796.8325987,1089,443
1786831802.580889,1089,443
1786831808.5210958,1089,443
1786831814.0308914,967,444
1786831821.9363878,967,444
1786831827.468833,967,444
1786831833.4941943,770,452
1786831837.466687,770,452
